"PPE_NO";"GODZ";"FLAGA_EXTR";"ENERGIA";"WARTOSC"
"PLTAUD475000010462";2019-01-02 08:45:00;0;"A+";21
"PLTAUD475000010462";2019-01-02 08:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 08:45:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-02 09:00:00;0;"A+";22,56
"PLTAUD475000010462";2019-01-02 09:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 09:00:00;0;"Ri+";6,72
"PLTAUD475000010462";2019-01-02 09:15:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 09:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 09:15:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-01-02 09:30:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 09:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 09:30:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-01-02 09:45:00;0;"A+";23,04
"PLTAUD475000010462";2019-01-02 09:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 09:45:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-01-02 10:00:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 10:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 10:00:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-01-02 10:15:00;0;"A+";20,76
"PLTAUD475000010462";2019-01-02 10:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 10:15:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-02 10:30:00;0;"A+";19,2
"PLTAUD475000010462";2019-01-02 10:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 10:30:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 10:45:00;0;"A+";19,8
"PLTAUD475000010462";2019-01-02 10:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 10:45:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-01-02 11:00:00;0;"A+";20,16
"PLTAUD475000010462";2019-01-02 11:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 11:00:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-02 11:15:00;0;"A+";21,72
"PLTAUD475000010462";2019-01-02 11:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 11:15:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-01-02 11:30:00;0;"A+";20,88
"PLTAUD475000010462";2019-01-02 11:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 11:30:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 11:45:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 11:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 11:45:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 12:00:00;0;"A+";22,32
"PLTAUD475000010462";2019-01-02 12:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 12:00:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-02 12:15:00;0;"A+";21,12
"PLTAUD475000010462";2019-01-02 12:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 12:15:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-02 12:30:00;0;"A+";20,4
"PLTAUD475000010462";2019-01-02 12:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 12:30:00;0;"Ri+";6
"PLTAUD475000010462";2019-01-02 12:45:00;0;"A+";22,44
"PLTAUD475000010462";2019-01-02 12:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 12:45:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-01-02 13:00:00;0;"A+";20,88
"PLTAUD475000010462";2019-01-02 13:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 13:00:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-02 13:15:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 13:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 13:15:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-01-02 13:30:00;0;"A+";22,32
"PLTAUD475000010462";2019-01-02 13:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 13:30:00;0;"Ri+";5,52
"PLTAUD475000010462";2019-01-02 13:45:00;0;"A+";23,28
"PLTAUD475000010462";2019-01-02 13:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 13:45:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-02 14:00:00;0;"A+";21,96
"PLTAUD475000010462";2019-01-02 14:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 14:00:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 14:15:00;0;"A+";21,72
"PLTAUD475000010462";2019-01-02 14:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 14:15:00;0;"Ri+";6
"PLTAUD475000010462";2019-01-02 14:30:00;0;"A+";22,44
"PLTAUD475000010462";2019-01-02 14:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 14:30:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-02 14:45:00;0;"A+";23,28
"PLTAUD475000010462";2019-01-02 14:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 14:45:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-02 15:00:00;0;"A+";24,6
"PLTAUD475000010462";2019-01-02 15:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 15:00:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-01-02 15:15:00;0;"A+";21,6
"PLTAUD475000010462";2019-01-02 15:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 15:15:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-02 15:30:00;0;"A+";23,04
"PLTAUD475000010462";2019-01-02 15:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 15:30:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-02 15:45:00;0;"A+";23,04
"PLTAUD475000010462";2019-01-02 15:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 15:45:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 16:00:00;0;"A+";23,64
"PLTAUD475000010462";2019-01-02 16:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 16:00:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-02 16:15:00;0;"A+";23,16
"PLTAUD475000010462";2019-01-02 16:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 16:15:00;0;"Ri+";5,28
"PLTAUD475000010462";2019-01-02 16:30:00;0;"A+";23,16
"PLTAUD475000010462";2019-01-02 16:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 16:30:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-02 16:45:00;0;"A+";22,32
"PLTAUD475000010462";2019-01-02 16:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 16:45:00;0;"Ri+";4,8
"PLTAUD475000010462";2019-01-02 17:00:00;0;"A+";23,04
"PLTAUD475000010462";2019-01-02 17:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 17:00:00;0;"Ri+";4,44
"PLTAUD475000010462";2019-01-02 17:15:00;0;"A+";21,84
"PLTAUD475000010462";2019-01-02 17:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 17:15:00;0;"Ri+";3,84
"PLTAUD475000010462";2019-01-02 17:30:00;0;"A+";20,4
"PLTAUD475000010462";2019-01-02 17:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 17:30:00;0;"Ri+";3,36
"PLTAUD475000010462";2019-01-02 17:45:00;0;"A+";20,76
"PLTAUD475000010462";2019-01-02 17:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 17:45:00;0;"Ri+";3,96
"PLTAUD475000010462";2019-01-02 18:00:00;0;"A+";21,96
"PLTAUD475000010462";2019-01-02 18:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 18:00:00;0;"Ri+";3,96
"PLTAUD475000010462";2019-01-02 18:15:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 18:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 18:15:00;0;"Ri+";4,2
"PLTAUD475000010462";2019-01-02 18:30:00;0;"A+";22,68
"PLTAUD475000010462";2019-01-02 18:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 18:30:00;0;"Ri+";4,8
"PLTAUD475000010462";2019-01-02 18:45:00;0;"A+";21,6
"PLTAUD475000010462";2019-01-02 18:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 18:45:00;0;"Ri+";4,2
"PLTAUD475000010462";2019-01-02 19:00:00;0;"A+";21,48
"PLTAUD475000010462";2019-01-02 19:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 19:00:00;0;"Ri+";4,32
"PLTAUD475000010462";2019-01-02 19:15:00;0;"A+";21,96
"PLTAUD475000010462";2019-01-02 19:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 19:15:00;0;"Ri+";4,44
"PLTAUD475000010462";2019-01-02 19:30:00;0;"A+";22,32
"PLTAUD475000010462";2019-01-02 19:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 19:30:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-01-02 19:45:00;0;"A+";21,96
"PLTAUD475000010462";2019-01-02 19:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 19:45:00;0;"Ri+";3,48
"PLTAUD475000010462";2019-01-02 20:00:00;0;"A+";20,76
"PLTAUD475000010462";2019-01-02 20:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 20:00:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-01-02 20:15:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-02 20:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 20:15:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-01-02 20:30:00;0;"A+";21,48
"PLTAUD475000010462";2019-01-02 20:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 20:30:00;0;"Ri+";3,96
"PLTAUD475000010462";2019-01-02 20:45:00;0;"A+";21,48
"PLTAUD475000010462";2019-01-02 20:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 20:45:00;0;"Ri+";3,48
"PLTAUD475000010462";2019-01-02 21:00:00;0;"A+";21
"PLTAUD475000010462";2019-01-02 21:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 21:00:00;0;"Ri+";3,48
"PLTAUD475000010462";2019-01-02 21:15:00;0;"A+";19,8
"PLTAUD475000010462";2019-01-02 21:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 21:15:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-01-02 21:30:00;0;"A+";18,84
"PLTAUD475000010462";2019-01-02 21:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 21:30:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-01-02 21:45:00;0;"A+";17,88
"PLTAUD475000010462";2019-01-02 21:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 21:45:00;0;"Ri+";3
"PLTAUD475000010462";2019-01-02 22:00:00;0;"A+";17,52
"PLTAUD475000010462";2019-01-02 22:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 22:00:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-01-02 22:15:00;0;"A+";14,76
"PLTAUD475000010462";2019-01-02 22:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 22:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 22:30:00;0;"A+";13,44
"PLTAUD475000010462";2019-01-02 22:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 22:30:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 22:45:00;0;"A+";13,08
"PLTAUD475000010462";2019-01-02 22:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 22:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 23:00:00;0;"A+";12,96
"PLTAUD475000010462";2019-01-02 23:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 23:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 23:15:00;0;"A+";12,6
"PLTAUD475000010462";2019-01-02 23:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 23:15:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 23:30:00;0;"A+";11,76
"PLTAUD475000010462";2019-01-02 23:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 23:30:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-02 23:45:00;0;"A+";11,4
"PLTAUD475000010462";2019-01-02 23:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 23:45:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-03 00:00:00;0;"A+";10,8
"PLTAUD475000010462";2019-01-03 00:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 00:00:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-03 00:15:00;0;"A+";10,8
"PLTAUD475000010462";2019-01-03 00:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 00:15:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-03 00:30:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-03 00:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 00:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-03 00:45:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-03 00:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 00:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-03 01:00:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-03 01:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 01:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-03 01:15:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-03 01:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 01:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-03 01:30:00;0;"A+";9,6
"PLTAUD475000010462";2019-01-03 01:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 01:30:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-03 01:45:00;0;"A+";9,84
"PLTAUD475000010462";2019-01-03 01:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 01:45:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-03 02:00:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-03 02:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 02:00:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-03 02:15:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-03 02:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 02:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-03 02:30:00;0;"A+";10,2
"PLTAUD475000010462";2019-01-03 02:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 02:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-03 02:45:00;0;"A+";10,68
"PLTAUD475000010462";2019-01-03 02:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 02:45:00;0;"Ri+";2,52
"PLTAUD475000010462";2019-01-03 03:00:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-03 03:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 03:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-03 03:15:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-03 03:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 03:15:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-01-03 03:30:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-03 03:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 03:30:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-03 03:45:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-03 03:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 03:45:00;0;"Ri+";2,52
"PLTAUD475000010462";2019-01-03 04:00:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-03 04:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 04:00:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-01-03 04:15:00;0;"A+";9,72
"PLTAUD475000010462";2019-01-03 04:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 04:15:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-01-03 04:30:00;0;"A+";9,84
"PLTAUD475000010462";2019-01-03 04:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 04:30:00;0;"Ri+";2,64
"PLTAUD475000010462";2019-01-03 04:45:00;0;"A+";10,2
"PLTAUD475000010462";2019-01-03 04:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 04:45:00;0;"Ri+";2,64
"PLTAUD475000010462";2019-01-03 05:00:00;0;"A+";9,6
"PLTAUD475000010462";2019-01-03 05:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 05:00:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-01-03 05:15:00;0;"A+";10,56
"PLTAUD475000010462";2019-01-03 05:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 05:15:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-03 05:30:00;0;"A+";12,72
"PLTAUD475000010462";2019-01-03 05:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 05:30:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-01-03 05:45:00;0;"A+";14,16
"PLTAUD475000010462";2019-01-03 05:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 05:45:00;0;"Ri+";4,2
"PLTAUD475000010462";2019-01-03 06:00:00;0;"A+";13,32
"PLTAUD475000010462";2019-01-03 06:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 06:00:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-01-03 06:15:00;0;"A+";13,2
"PLTAUD475000010462";2019-01-03 06:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 06:15:00;0;"Ri+";3,12
"PLTAUD475000010462";2019-01-03 06:30:00;0;"A+";15,12
"PLTAUD475000010462";2019-01-03 06:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 06:30:00;0;"Ri+";3,96
"PLTAUD475000010462";2019-01-03 06:45:00;0;"A+";15,24
"PLTAUD475000010462";2019-01-03 06:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 06:45:00;0;"Ri+";4,44
"PLTAUD475000010462";2019-01-03 07:00:00;0;"A+";15,84
"PLTAUD475000010462";2019-01-03 07:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 07:00:00;0;"Ri+";4,2
"PLTAUD475000010462";2019-01-03 07:15:00;0;"A+";17,64
"PLTAUD475000010462";2019-01-03 07:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 07:15:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-03 07:30:00;0;"A+";18
"PLTAUD475000010462";2019-01-03 07:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 07:30:00;0;"Ri+";4,68
"PLTAUD475000010462";2019-01-03 07:45:00;0;"A+";18,12
"PLTAUD475000010462";2019-01-03 07:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 07:45:00;0;"Ri+";4,56
"PLTAUD475000010462";2019-01-03 08:00:00;0;"A+";17,28
"PLTAUD475000010462";2019-01-03 08:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 08:00:00;0;"Ri+";5,04
"PLTAUD475000010462";2019-01-03 08:15:00;0;"A+";18
"PLTAUD475000010462";2019-01-03 08:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 08:15:00;0;"Ri+";5,52
"PLTAUD475000010462";2019-01-03 08:30:00;0;"A+";19,56
"PLTAUD475000010462";2019-01-03 08:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 08:30:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-01-03 08:45:00;0;"A+";19,08
"PLTAUD475000010462";2019-01-03 08:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 08:45:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-03 09:00:00;0;"A+";20,28
"PLTAUD475000010462";2019-01-03 09:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 09:00:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-01-03 09:15:00;0;"A+";21,48
"PLTAUD475000010462";2019-01-03 09:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 09:15:00;0;"Ri+";7,08
"PLTAUD475000010462";2019-01-03 09:30:00;0;"A+";21,96
"PLTAUD475000010462";2019-01-03 09:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 09:30:00;0;"Ri+";6,96
"PLTAUD475000010462";2019-01-03 09:45:00;0;"A+";21,12
"PLTAUD475000010462";2019-01-03 09:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 09:45:00;0;"Ri+";6,6
"PLTAUD475000010462";2019-01-03 10:00:00;0;"A+";21,24
"PLTAUD475000010462";2019-01-03 10:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 10:00:00;0;"Ri+";7,2
"PLTAUD475000010462";2019-01-03 10:15:00;0;"A+";21
"PLTAUD475000010462";2019-01-03 10:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 10:15:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-01-03 10:30:00;0;"A+";20,4
"PLTAUD475000010462";2019-01-03 10:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 10:30:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-01-03 10:45:00;0;"A+";21
"PLTAUD475000010462";2019-01-03 10:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 10:45:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-03 11:00:00;0;"A+";21,84
"PLTAUD475000010462";2019-01-03 11:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 11:00:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-03 11:15:00;0;"A+";21,12
"PLTAUD475000010462";2019-01-03 11:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 11:15:00;0;"Ri+";5,52
"PLTAUD475000010462";2019-01-03 11:30:00;0;"A+";21,36
"PLTAUD475000010462";2019-01-03 11:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 11:30:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-03 11:45:00;0;"A+";22,8
"PLTAUD475000010462";2019-01-03 11:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 11:45:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-03 12:00:00;0;"A+";22,2
"PLTAUD475000010462";2019-01-03 12:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 12:00:00;0;"Ri+";6,96
"PLTAUD475000010462";2019-01-03 12:15:00;0;"A+";22,2
"PLTAUD475000010462";2019-01-03 12:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 12:15:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-01-03 12:30:00;0;"A+";21
"PLTAUD475000010462";2019-01-03 12:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 12:30:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-03 12:45:00;0;"A+";23,88
"PLTAUD475000010462";2019-01-03 12:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 12:45:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-03 13:00:00;0;"A+";22,8
"PLTAUD475000010462";2019-01-03 13:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 13:00:00;0;"Ri+";4,92
"PLTAUD475000010462";2019-01-03 13:15:00;0;"A+";23,88
"PLTAUD475000010462";2019-01-03 13:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 13:15:00;0;"Ri+";5,28
"PLTAUD475000010462";2019-01-03 13:30:00;0;"A+";23,76
"PLTAUD475000010462";2019-01-03 13:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 13:30:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-03 13:45:00;0;"A+";24,84
"PLTAUD475000010462";2019-01-03 13:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 13:45:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-03 14:00:00;0;"A+";25,32
"PLTAUD475000010462";2019-01-03 14:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 14:00:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-01-03 14:15:00;0;"A+";24,84
"PLTAUD475000010462";2019-01-03 14:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 14:15:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-03 14:30:00;0;"A+";24,6
"PLTAUD475000010462";2019-01-03 14:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 14:30:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-01-03 14:45:00;0;"A+";25,44
"PLTAUD475000010462";2019-01-03 14:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 14:45:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-01-03 15:00:00;0;"A+";25,68
"PLTAUD475000010462";2019-01-03 15:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 15:00:00;0;"Ri+";5,64
"PLTAUD475000010462";2019-01-03 15:15:00;0;"A+";25,8
"PLTAUD475000010462";2019-01-03 15:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 15:15:00;0;"Ri+";5,52
"PLTAUD475000010462";2019-01-03 15:30:00;0;"A+";22,92
"PLTAUD475000010462";2019-01-03 15:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 15:30:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-03 15:45:00;0;"A+";22,44
"PLTAUD475000010462";2019-01-03 15:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 15:45:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-01-03 16:00:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-03 16:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 16:00:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-03 16:15:00;0;"A+";22,08
"PLTAUD475000010462";2019-01-03 16:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 16:15:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-01-03 16:30:00;0;"A+";22,8
"PLTAUD475000010462";2019-01-03 16:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 16:30:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-01-03 16:45:00;0;"A+";23,64
"PLTAUD475000010462";2019-01-03 16:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 16:45:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-03 17:00:00;0;"A+";23,28
"PLTAUD475000010462";2019-01-03 17:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-03 17:00:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-01-03 17:15:00;0;"A+";22,08
